媽媽樂,黑胡椒鐵板麵,60
媽媽樂,花枝鐵板麵,80
媽媽樂,培根漢堡,40
媽媽樂,卡啦雞腿堡,60
媽媽樂,巧克力吐司,25
媽媽樂,巧克力厚片,40
媽媽樂,薯餅,25
媽媽樂,蘿蔔糕,45
麥當勞,大麥克套餐,140
麥當勞,雙層牛肉吉事堡套餐,134
麥當勞,勁辣雞腿堡套餐,140
麥當勞,麥香魚套餐,114
麥當勞,麥克雞塊(6塊)套餐,131
麥當勞,麥脆雞腿(2塊)套餐,185
感恩,紅油抄手麵,70
感恩,蒜泥白肉蓋飯,70
感恩,牛肉麵,110
感恩,赤肉麵,70
感恩,鮮蝦餛飩麵,70
感恩,牛肉湯餃,120
感恩,榨菜肉絲湯,40
感恩,牛肉湯,70
